"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext","actor_id","film_id-2","last_update-2","actor_id-2","first_name","last_name","last_update-3","language_id-2","language_name","last_update-4"
180,"Conspiracy Spirit","A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft",2006,1,4,"2.99",184,"27.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':21 'awe':5 'awe-inspir':4 'conquer':16 'conspiraci':1 'crocodil':18 'frisbe':13 'inspir':6 'mine':22 'must':15 'shaft':23 'spirit':2 'stori':7 'student':10",170,180,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
184,"Core Suit","A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse",2006,1,3,"2.99",92,"24.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boat':16 'car':8 'confront':14 'core':1 'explor':11 'manhattan':19 'must':13 'penthous':20 'suit':2 'tale':5 'unbeliev':4",170,184,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
212,"Darn Forrester","A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat",2006,1,7,"4.99",185,"14.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boat':22 'darn':1 'explor':12 'fate':4 'forrest':2 'jet':21 'must':14 'shark':9 'stori':5 'succumb':15 'technic':17 'writer':18",170,212,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
299,"Factory Dragon","A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert",2006,1,4,"0.99",144,"9.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'action':5 'action-pack':4 'desert':22 'dragon':2 'escap':16 'factori':1 'frisbe':13 'lumberjack':18 'must':15 'pack':6 'saga':7 'sahara':21 'teacher':10",170,299,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
322,"Flatliners Killer","A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft",2006,1,5,"2.99",100,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':20 'agent':9 'display':5 'flatlin':1 'killer':2 'mine':21 'must':14 'robot':17 'secret':8 'shaft':22 'sink':15 'taut':4 'waitress':12",170,322,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
358,"Gilmore Boiled","A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat",2006,1,5,"0.99",163,"29.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'boat':8,21 'boil':2 'documentari':5 'gilmor':1 'husband':11 'must':13 'student':16 'succumb':14 'u':20 'u-boat':19 'unbeliev':4",170,358,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
416,"Highball Potter","A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert",2006,1,6,"0.99",110,"10.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'action':5 'action-pack':4 'administr':19 'databas':18 'desert':23 'dog':13 'highbal':1 'husband':10 'must':15 'pack':6 'potter':2 'redeem':16 'saga':7 'sahara':22",170,416,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
508,"Lambs Cincinatti","A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia",2006,1,6,"4.99",144,"18.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'australia':18 'cincinatti':2 'compos':16 'feminist':11 'fight':14 'insight':4 'lamb':1 'man':8 'must':13 'stori':5",170,508,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
537,"Lover Truman","A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat",2006,1,3,"2.99",75,"29.99","G","2013-05-26 14:50:58.951","{Trailers}","'boat':22 'boy':11 'emot':4 'lover':1 'must':13 'outgun':14 'robot':8 'technic':16 'truman':2 'u':21 'u-boat':20 'writer':17 'yarn':5",170,537,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
705,"Purple Movie","A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park",2006,1,4,"2.99",88,"9.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'abandon':21 'amus':22 'bore':4 'chef':9 'discov':16 'display':5 'frisbe':18 'movi':2 'must':15 'park':23 'pastri':8 'purpl':1 'sumo':12 'wrestler':13",170,705,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
758,"Saints Bride","A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico",2006,1,5,"2.99",125,"11.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'bride':2 'compos':12 'explor':17 'fate':4 'gulf':20 'mexico':22 'must':14 'pursu':15 'saint':1 'tale':5 'technic':8 'writer':9",170,758,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
764,"Saturday Lambs","A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon",2006,1,3,"4.99",150,"28.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'baloon':20 'husband':17 'kill':15 'lamb':2 'mad':8 'moos':12 'must':14 'reflect':5 'saturday':1 'scientist':9 'thought':4",170,764,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
868,"Superfly Trip","A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House",2006,1,5,"0.99",114,"27.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'abandon':20 'beauti':4 'build':14 'fun':21 'hous':22 'lumberjack':8 'must':13 'saga':5 'superfli':1 'teacher':11 'technic':16 'trip':2 'writer':17",170,868,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
877,"Taxi Kick","A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia",2006,1,4,"0.99",64,"23.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'amaz':4 'epistl':5 'georgia':19 'girl':8 'kick':2 'must':13 'outrac':14 'soviet':18 'taxi':1 'waitress':16 'woman':11",170,877,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
886,"Theory Mermaid","A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station",2006,1,5,"0.99",184,"9.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'compos':8 'fate':4 'first':19 'man':20 'mermaid':2 'monkey':11 'must':13 'space':21 'station':22 'theori':1 'vanquish':14 'woman':16 'yarn':5",170,886,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
925,"United Pilot","A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert",2006,1,3,"0.99",164,"27.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'car':19 'cat':10 'cow':14 'desert':23 'fast':5 'fast-pac':4 'fight':17 'mad':13 'must':16 'pace':6 'pilot':2 'reflect':7 'sahara':22 'unit':1",170,925,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
993,"Wrong Behavior","A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans",2006,1,6,"2.99",178,"10.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'behavior':2 'cow':18 'crocodil':8 'discov':15 'emot':4 'mad':17 'must':14 'new':20 'orlean':21 'saga':5 'sumo':11 'wrestler':12 'wrong':1",170,993,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
996,"Young Language","A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station",2006,1,6,"0.99",183,"9.99","G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'administr':12 'boat':8 'boy':17 'databas':11 'first':20 'languag':2 'man':21 'meet':15 'must':14 'space':22 'station':23 'unbeliev':4 'yarn':5 'young':1",170,996,"2006-02-15 10:05:03",170,"Mena","Hopper","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
49,"Badman Dawn","A Emotional Panorama of a Pioneer And a Composer who must Escape a Mad Scientist in A Jet Boat",2006,1,6,"2.99",162,"22.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'badman':1 'boat':21 'compos':11 'dawn':2 'emot':4 'escap':14 'jet':20 'mad':16 'must':13 'panorama':5 'pioneer':8 'scientist':17",171,49,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
146,"Chitty Lock","A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station",2006,1,6,"2.99",107,"24.99","G","2013-05-26 14:50:58.951","{Commentaries}","'administr':12 'boat':8 'bore':4 'chitti':1 'databas':11 'epistl':5 'first':21 'kill':15 'lock':2 'man':22 'must':14 'space':23 'station':24 'sumo':17 'wrestler':18",171,146,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
166,"Color Philadelphia","A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert",2006,1,6,"2.99",149,"19.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'car':8 'color':1 'crocodil':11 'desert':20 'monkey':16 'must':13 'panorama':5 'philadelphia':2 'sahara':19 'sink':14 'thought':4",171,166,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
181,"Contact Anonymous","A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India",2006,1,7,"2.99",166,"10.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'administr':18 'ancient':20 'anonym':2 'contact':1 'databas':17 'display':5 'face':15 'india':21 'insight':4 'monkey':12 'must':14 'shark':9",171,181,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
219,"Deep Crusade","A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia",2006,1,6,"4.99",51,"20.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'amaz':4 'australia':18 'compos':16 'crocodil':8 'crusad':2 'deep':1 'discov':14 'must':13 'squirrel':11 'tale':5",171,219,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
273,"Effect Gladiator","A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse",2006,1,6,"0.99",107,"14.99","PG","2013-05-26 14:50:58.951","{Commentaries}","'beauti':4 'chef':9,13 'display':5 'effect':1 'forens':18 'gladiat':2 'manhattan':22 'must':15 'outgun':16 'pastri':8,12 'penthous':23 'psychologist':19",171,273,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
296,"Express Lonely","A Boring Drama of a Astronaut And a Boat who must Face a Boat in California",2006,1,5,"2.99",178,"23.99","R","2013-05-26 14:50:58.951","{Trailers}","'astronaut':8 'boat':11,16 'bore':4 'california':18 'drama':5 'express':1 'face':14 'lone':2 'must':13",171,296,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
318,"Firehouse Vietnam","A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert",2006,1,7,"0.99",103,"14.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'boat':11 'boy':14 'charact':7 'chef':20 'desert':24 'firehous':1 'inspir':6 'kill':17 'must':16 'pastri':19 'sahara':23 'studi':8 'vietnam':2",171,318,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
342,"Fugitive Maguire","A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia",2006,1,7,"4.99",83,"28.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'australia':19 'battl':15 'crocodil':17 'epistl':5 'feminist':8 'fugit':1 'maguir':2 'must':14 'sumo':11 'taut':4 'wrestler':12",171,342,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
397,"Hanky October","A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia",2006,1,5,"2.99",107,"26.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':9 'bore':4 'databas':8 'epistl':5 'explor':12 'georgia':20 'hanki':1 'madman':17 'must':14 'octob':2 'pursu':15 'soviet':19",171,397,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
447,"Ice Crossing","A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse",2006,1,5,"2.99",131,"28.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'butler':10 'cross':2 'fast':5 'fast-pac':4 'ice':1 'manhattan':21 'moos':13 'must':15 'overcom':16 'pace':6 'penthous':22 'pioneer':18 'tale':7",171,447,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
450,"Idols Snatchers","A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery",2006,1,5,"2.99",84,"29.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'car':8 'compos':11 'drama':5 'fight':14 'idol':1 'insight':4 'man':16 'monasteri':19 'must':13 'snatcher':2",171,450,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
466,"Intolerable Intentions","A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention",2006,1,6,"4.99",63,"20.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'awe':5 'awe-inspir':4 'chef':14 'convent':23 'inspir':6 'intent':2 'intoler':1 'monkey':10 'must':16 'mysql':22 'pastri':13 'stori':7 'succumb':17 'woman':19",171,466,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
549,"Magnolia Forrester","A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans",2006,1,4,"0.99",171,"28.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'compos':8 'conquer':14 'dentist':16 'documentari':5 'explor':11 'forrest':2 'magnolia':1 'must':13 'new':18 'orlean':19 'thought':4",171,549,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
560,"Mars Roman","A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia",2006,1,6,"0.99",62,"21.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'bore':4 'car':8 'dog':11 'drama':5 'georgia':19 'madman':16 'mar':1 'must':13 'roman':2 'soviet':18 'succumb':14",171,560,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
566,"Maude Mod","A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria",2006,1,6,"0.99",72,"20.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'astronaut':17 'beauti':4 'cat':12 'documentari':5 'forens':8 'maud':1 'mod':2 'must':14 'nigeria':19 'psychologist':9 'reach':15",171,566,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
608,"Murder Antitrust","A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention",2006,1,6,"2.99",166,"11.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'administr':12 'antitrust':2 'boy':17 'brilliant':4 'car':8 'convent':21 'databas':11 'escap':15 'murder':1 'must':14 'mysql':20 'yarn':5",171,608,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
625,"None Spiking","A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse",2006,1,3,"0.99",83,"18.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'agent':9 'astronaut':12 'bore':4 'compos':17 'face':15 'manhattan':20 'must':14 'none':1 'penthous':21 'reflect':5 'secret':8 'spike':2",171,625,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
645,"Others Soup","A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico",2006,1,7,"2.99",118,"18.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'cow':9 'documentari':5 'gulf':20 'lacklustur':4 'mad':8 'madman':12 'mexico':22 'moos':17 'must':14 'other':1 'sink':15 'soup':2",171,645,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
701,"Psycho Shrunk","A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria",2006,1,5,"2.99",155,"11.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'amaz':4 'crocodil':8 'explor':11 'fight':14 'husband':16 'must':13 'nigeria':18 'panorama':5 'psycho':1 'shrunk':2",171,701,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
761,"Santa Paris","A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory",2006,1,7,"2.99",154,"23.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'baloon':20 'car':11 'cow':17 'documentari':5 'emot':4 'factori':21 'mad':16 'moos':8 'must':13 'pari':2 'redeem':14 'santa':1",171,761,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
779,"Sense Greek","A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House",2006,1,4,"4.99",54,"23.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'abandon':21 'chef':12 'escap':15 'fun':22 'greek':2 'hous':23 'lumberjack':8 'must':14 'pastri':11 'saga':5 'sens':1 'sumo':17 'taut':4 'wrestler':18",171,779,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
849,"Storm Happiness","A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank",2006,1,6,"0.99",57,"28.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boat':17 'drama':5 'feminist':8 'happi':2 'insight':4 'must':14 'shark':12,20 'storm':1 'tank':21 'vanquish':15",171,849,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
872,"Sweet Brotherhood","A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon",2006,1,3,"2.99",185,"27.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'baloon':21 'brotherhood':2 'chase':15 'epistl':5 'forens':17 'hunter':12 'must':14 'psychologist':18 'sumo':8 'sweet':1 'unbeliev':4 'wrestler':9",171,872,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
892,"Titanic Boondock","A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory",2006,1,3,"4.99",104,"18.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':19 'boondock':2 'boy':16 'brilliant':4 'dog':11 'factori':20 'feminist':8 'fight':14 'must':13 'reflect':5 'titan':1",171,892,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
898,"Tourist Pelican","A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia",2006,1,4,"4.99",152,"18.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'astronaut':11 'australia':18 'bore':4 'butler':8 'must':13 'outrac':14 'pelican':2 'pioneer':16 'stori':5 'tourist':1",171,898,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
903,"Traffic Hobbit","A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat",2006,1,5,"4.99",139,"13.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'administr':17 'amaz':4 'boat':22 'databas':16 'epistl':5 'hobbit':2 'lumberjack':11 'must':13 'squirrel':8 'succumb':14 'traffic':1 'u':21 'u-boat':20",171,903,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
953,"Wait Cider","A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse",2006,1,3,"0.99",112,"9.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'astronaut':17 'cider':2 'epistl':5 'forens':11 'intrepid':4 'manhattan':20 'must':14 'penthous':21 'psychologist':12 'succumb':15 'wait':1 'woman':8",171,953,"2006-02-15 10:05:03",171,"Olympia","Pfeiffer","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
57,"Basic Easy","A Stunning Epistle of a Man And a Husband who must Reach a Mad Scientist in A Jet Boat",2006,1,4,"2.99",90,"18.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'basic':1 'boat':21 'easi':2 'epistl':5 'husband':11 'jet':20 'mad':16 'man':8 'must':13 'reach':14 'scientist':17 'stun':4",172,57,"2006-02-15 10:05:03",172,"Groucho","Williams","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
100,"Brooklyn Desert","A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station",2006,1,7,"4.99",161,"21.99","R","2013-05-26 14:50:58.951","{Commentaries}","'battl':14 'beauti':4 'brooklyn':1 'compos':11 'dentist':8 'desert':2 'drama':5 'first':20 'man':21 'must':13 'space':22 'station':23 'sumo':16 'wrestler':17",172,100,"2006-02-15 10:05:03",172,"Groucho","Williams","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
148,"Chocolate Duck","A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China",2006,1,3,"2.99",132,"13.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':20 'china':21 'chocol':1 'compos':18 'discov':16 'duck':2 'mad':8 'must':15 'scientist':9 'stori':5 'technic':12 'unbeliev':4 'writer':13",172,148,"2006-02-15 10:05:03",172,"Groucho","Williams","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
215,"Dawn Pond","A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin",2006,1,4,"4.99",57,"27.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'berlin':19 'dawn':1 'defeat':15 'dentist':8 'documentari':5 'forens':11 'must':14 'pond':2 'psychologist':12 'thought':4 'waitress':17",172,215,"2006-02-15 10:05:03",172,"Groucho","Williams","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
302,"Fantasia Park","A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia",2006,1,5,"2.99",131,"29.99","G","2013-05-26 14:50:58.951","{Commentaries}","'australia':20 'documentari':5 'fantasia':1 'feminist':18 'mad':8 'must':15 'outrac':16 'park':2 'scientist':9 'shark':13 'thought':4",172,302,"2006-02-15 10:05:03",172,"Groucho","Williams","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
345,"Gables Metropolis","A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory",2006,1,3,"0.99",161,"17.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'baloon':20 'cat':8 'challeng':14 'chef':17 'display':5 'factori':21 'fate':4 'gabl':1 'metropoli':2 'must':13 'pastri':16 'pioneer':11",172,345,"2006-02-15 10:05:03",172,"Groucho","Williams","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
368,"Gone Trouble","A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse",2006,1,7,"2.99",84,"20.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'charact':5 'conquer':17 'cow':10 'forens':13 'gone':1 'insight':4 'mad':9 'manhattan':23 'must':16 'penthous':24 'psychologist':14 'shark':20 'studi':6 'troubl':2",172,368,"2006-02-15 10:05:03",172,"Groucho","Williams","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
385,"Groundhog Uncut","A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse",2006,1,6,"4.99",139,"26.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':8 'brilliant':4 'butler':17 'discov':15 'groundhog':1 'manhattan':20 'must':14 'panorama':5 'penthous':21 'technic':11 'uncut':2 'writer':12",172,385,"2006-02-15 10:05:03",172,"Groucho","Williams","2013-05-26 14:47:57.62",1,"English             ","2006-02-15 10:02:19"
